source,target,weight
"Otro cuerpo extraño en vías respiratorias, parte no especificada, que produce otras lesiones, contacto inicial","Dependencia de alcohol, en remisión",1
"Fractura no especificada de extremo superior de húmero derecho, contacto inicial por fractura cerrada",Trastornos delirantes,2
"Otro cuerpo extraño en vías respiratorias, parte no especificada, que produce otras lesiones, contacto inicial",Trastornos delirantes,2
"Sepsis, microorganismo no especificado",Enfermedad de Alzheimer de comienzo tardío,1
"Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad",Enfermedad de Alzheimer de comienzo tardío,1
"Dependencia de alcohol, en remisión",Enfermedad de Alzheimer de comienzo tardío,1
Trastornos delirantes,Enfermedad de Alzheimer de comienzo tardío,2
"Fallo renal agudo, no especificado",Enfermedad de Alzheimer de comienzo tardío,1
"Fractura no especificada de extremo superior de húmero derecho, contacto inicial por fractura cerrada",Enfermedad de Alzheimer de comienzo tardío,1
"Otro cuerpo extraño en vías respiratorias, parte no especificada, que produce otras lesiones, contacto inicial",Enfermedad de Alzheimer de comienzo tardío,1
Problemas relacionados con la vida en una institución residencial,Enfermedad de Alzheimer de comienzo tardío,1
Historia personal de dependencia a nicotina,Enfermedad de Alzheimer de comienzo tardío,1
"Sepsis, microorganismo no especificado","Enfermedad de Alzheimer, no especificada",1
"Dependencia de alcohol, en remisión","Enfermedad de Alzheimer, no especificada",1
Enfermedad de Alzheimer de comienzo tardío,"Enfermedad de Alzheimer, no especificada",1
"Fractura no especificada de extremo superior de húmero derecho, contacto inicial por fractura cerrada","Enfermedad de Alzheimer, no especificada",1
"Otro cuerpo extraño en vías respiratorias, parte no especificada, que produce otras lesiones, contacto inicial","Enfermedad de Alzheimer, no especificada",1
Historia personal de dependencia a nicotina,"Enfermedad de Alzheimer, no especificada",1
"Sepsis, microorganismo no especificado",Neumonitis debida a inhalación de alimentos y vómito,1
"Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad",Neumonitis debida a inhalación de alimentos y vómito,1
"Dependencia de alcohol, en remisión",Neumonitis debida a inhalación de alimentos y vómito,1
Enfermedad de Alzheimer de comienzo tardío,Neumonitis debida a inhalación de alimentos y vómito,1
"Enfermedad de Alzheimer, no especificada",Neumonitis debida a inhalación de alimentos y vómito,1
"Fractura no especificada de extremo superior de húmero derecho, contacto inicial por fractura cerrada",Neumonitis debida a inhalación de alimentos y vómito,1
"Otro cuerpo extraño en vías respiratorias, parte no especificada, que produce otras lesiones, contacto inicial",Neumonitis debida a inhalación de alimentos y vómito,1
Enfermedad de Alzheimer de comienzo tardío,Insuficiencia respiratoria aguda no especificada si con hipoxia o con hipercapnia,1
"Fractura no especificada de extremo superior de húmero derecho, contacto inicial por fractura cerrada",Insuficiencia respiratoria aguda no especificada si con hipoxia o con hipercapnia,1
"Otro cuerpo extraño en vías respiratorias, parte no especificada, que produce otras lesiones, contacto inicial",Insuficiencia respiratoria aguda no especificada si con hipoxia o con hipercapnia,1
"Sepsis, microorganismo no especificado","Diverticulitis de colon sin perforación ni absceso, con hemorragia",1
"Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad","Diverticulitis de colon sin perforación ni absceso, con hemorragia",1
"Dependencia de alcohol, en remisión","Diverticulitis de colon sin perforación ni absceso, con hemorragia",1
Trastornos delirantes,"Diverticulitis de colon sin perforación ni absceso, con hemorragia",2
Enfermedad de Alzheimer de comienzo tardío,"Diverticulitis de colon sin perforación ni absceso, con hemorragia",1
"Enfermedad de Alzheimer, no especificada","Diverticulitis de colon sin perforación ni absceso, con hemorragia",1
Neumonitis debida a inhalación de alimentos y vómito,"Diverticulitis de colon sin perforación ni absceso, con hemorragia",1
Insuficiencia respiratoria aguda no especificada si con hipoxia o con hipercapnia,"Diverticulitis de colon sin perforación ni absceso, con hemorragia",1
"Fallo renal agudo, no especificado","Diverticulitis de colon sin perforación ni absceso, con hemorragia",1
"Fractura no especificada de extremo superior de húmero derecho, contacto inicial por fractura cerrada","Diverticulitis de colon sin perforación ni absceso, con hemorragia",1
"Otro cuerpo extraño en vías respiratorias, parte no especificada, que produce otras lesiones, contacto inicial","Diverticulitis de colon sin perforación ni absceso, con hemorragia",1
Problemas relacionados con la vida en una institución residencial,"Diverticulitis de colon sin perforación ni absceso, con hemorragia",1
Historia personal de dependencia a nicotina,"Diverticulitis de colon sin perforación ni absceso, con hemorragia",1
"Fallo renal agudo, no especificado","Fractura no especificada de extremo superior de húmero derecho, contacto inicial por fractura cerrada",1
"Fallo renal agudo, no especificado","Otro cuerpo extraño en vías respiratorias, parte no especificada, que produce otras lesiones, contacto inicial",1
"Fractura no especificada de extremo superior de húmero derecho, contacto inicial por fractura cerrada","Otro cuerpo extraño en vías respiratorias, parte no especificada, que produce otras lesiones, contacto inicial",1
"Fractura no especificada de extremo superior de húmero derecho, contacto inicial por fractura cerrada",Problemas relacionados con la vida en una institución residencial,1
"Otro cuerpo extraño en vías respiratorias, parte no especificada, que produce otras lesiones, contacto inicial",Problemas relacionados con la vida en una institución residencial,1
"Sepsis, microorganismo no especificado",Historia personal de dependencia a nicotina,1
"Fractura no especificada de extremo superior de húmero derecho, contacto inicial por fractura cerrada",Historia personal de dependencia a nicotina,1
"Otro cuerpo extraño en vías respiratorias, parte no especificada, que produce otras lesiones, contacto inicial",Historia personal de dependencia a nicotina,1
Deshidratación,"Neumonía, microorganismo no especificado",2
"Demencia no especificada, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad","Neumonía, microorganismo no especificado",2
Problemas relacionados con el empleo no especificados,Trastorno psicótico breve,2
Trastorno psicótico breve,Quistes cerebrales,2
"Contacto para reconocimiento médico psiquiátrico general, solicitado por la autoridad",Quistes cerebrales,1
Problemas relacionados con el empleo no especificados,Quistes cerebrales,1
Situación de confinamiento en cama,Diabetes mellitus tipo 2 sin complicaciones,1
"Presencia de articulación de cadera artificial, no especificada",Diabetes mellitus tipo 2 sin complicaciones,3
Tenesmo vesical,Esquizofrenia paranoide,3
Situación de confinamiento en cama,Esquizofrenia paranoide,1
Tenesmo vesical,"Trastorno depresivo mayor, episodio único, no especificado",2
Situación de confinamiento en cama,"Trastorno depresivo mayor, episodio único, no especificado",1
"Presencia de articulación de cadera artificial, no especificada","Trastorno depresivo mayor, episodio único, no especificado",1
Tenesmo vesical,Fibrilación auricular no especificada,1
Situación de confinamiento en cama,Fibrilación auricular no especificada,1
"Presencia de articulación de cadera artificial, no especificada",Fibrilación auricular no especificada,1
Tenesmo vesical,"Insuficiencia cardiaca, no especificada",2
Situación de confinamiento en cama,"Insuficiencia cardiaca, no especificada",1
"Presencia de articulación de cadera artificial, no especificada","Insuficiencia cardiaca, no especificada",1
Tenesmo vesical,"Neumonía, microorganismo no especificado",2
Situación de confinamiento en cama,"Neumonía, microorganismo no especificado",1
"Presencia de articulación de cadera artificial, no especificada","Neumonía, microorganismo no especificado",1
Tenesmo vesical,Insuficiencia respiratoria aguda no especificada si con hipoxia o con hipercapnia,1
Situación de confinamiento en cama,Insuficiencia respiratoria aguda no especificada si con hipoxia o con hipercapnia,1
"Presencia de articulación de cadera artificial, no especificada",Insuficiencia respiratoria aguda no especificada si con hipoxia o con hipercapnia,1
Tenesmo vesical,Cálculo de vesícula biliar sin colecistitis sin obstrucción,1
"Presencia de articulación de cadera artificial, no especificada",Cálculo de vesícula biliar sin colecistitis sin obstrucción,1
Tenesmo vesical,Situación de confinamiento en cama,1
Tenesmo vesical,"Presencia de articulación de cadera artificial, no especificada",1
Situación de confinamiento en cama,"Presencia de articulación de cadera artificial, no especificada",1
Síndrome de respuesta inflamatoria sistémica (SIRS) de origen no infeccioso con disfunción orgánica aguda,Esquizofrenia paranoide,1
Síndrome de respuesta inflamatoria sistémica (SIRS) de origen no infeccioso con disfunción orgánica aguda,Insuficiencia respiratoria aguda no especificada si con hipoxia o con hipercapnia,1
Síndrome de respuesta inflamatoria sistémica (SIRS) de origen no infeccioso con disfunción orgánica aguda,Otros trastornos respiratorios especificados,1
"Fallo renal agudo, no especificado",Síndrome de respuesta inflamatoria sistémica (SIRS) de origen no infeccioso con disfunción orgánica aguda,3
Síndrome de respuesta inflamatoria sistémica (SIRS) de origen no infeccioso con disfunción orgánica aguda,Otros tipos de esquizofrenia,1
Uso prolongado (actual) de insulina,Diabetes mellitus tipo 2 con catarata diabética,1
Diabetes mellitus tipo 2 con catarata diabética,"Esquizofrenia, no especificada",2
Diabetes mellitus tipo 2 con catarata diabética,Esquizofrenia,2
Policitemia secundaria,Fibrilación auricular no especificada,1
Hepatitis vírica crónica tipo C,"Consumo de otra sustancia psicoactiva, no especificado, con trastorno psicótico con ideas delirantes inducido por sustancias psicoactivas",1
"Dependencia de cannabis, sin complicaciones","Consumo de otra sustancia psicoactiva, no especificado, con trastorno psicótico con ideas delirantes inducido por sustancias psicoactivas",1
"Consumo de otra sustancia psicoactiva, no especificado, con trastorno psicótico con ideas delirantes inducido por sustancias psicoactivas","Esquizofrenia, no especificada",1
"Consumo de otra sustancia psicoactiva, no especificado, con trastorno psicótico con ideas delirantes inducido por sustancias psicoactivas",Esquizofrenia,1
"Consumo de otra sustancia psicoactiva, no especificado, con trastorno psicótico con ideas delirantes inducido por sustancias psicoactivas",Otros tipos de esquizofrenia,1
"Edema angioneurótico, contacto inicial",Esquizofrenia paranoide,1
"Edema angioneurótico, contacto inicial","Trastorno de personalidad, no especificado",1
"Edema angioneurótico, contacto inicial",Problemas relacionados con la vida en una institución residencial,1
"Edema angioneurótico, contacto inicial",Rivalidad entre hermanos,1
"Edema angioneurótico, contacto inicial",Historia familiar de otros trastornos mentales y del comportamiento,1
"Edema angioneurótico, contacto inicial",Otros tipos de esquizofrenia,1
Discapacidad intelectual no especificada,Hernia diafragmática sin obstrucción ni gangrena,2
Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,Trastorno de personalidad antisocial,6
Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,Trastorno de personalidad histriónica,6
