source,target,weight
Uso prolongado (actual) de esteroides inhalados,"Hernia inguinal bilateral, sin obstrucción ni gangrena, no especificada como recidivada",1
Historia familiar de enfermedad cardiaca isquémica y otras enfermedades del aparato circulatorio,"Hernia inguinal bilateral, sin obstrucción ni gangrena, no especificada como recidivada",1
Historia personal de fractura (consolidada) traumática,"Hernia inguinal bilateral, sin obstrucción ni gangrena, no especificada como recidivada",1
Historia personal de dependencia a nicotina,"Hernia inguinal bilateral, sin obstrucción ni gangrena, no especificada como recidivada",1
Dependencia de oxígeno suplementario,"Hernia inguinal bilateral, sin obstrucción ni gangrena, no especificada como recidivada",1
Esquizofrenia,"Hernia inguinal bilateral, sin obstrucción ni gangrena, no especificada como recidivada",2
Otros tipos de esquizofrenia,"Hernia inguinal bilateral, sin obstrucción ni gangrena, no especificada como recidivada",3
Hepatitis vírica crónica tipo C,Gastroenteritis y colitis alérgicas y dietéticas,1
"Hepatitis vírica C no especificada, sin coma hepático",Gastroenteritis y colitis alérgicas y dietéticas,1
Enfermedad por virus de la inmunodeficiencia humana [VIH],Gastroenteritis y colitis alérgicas y dietéticas,1
Estomatitis candidiásica,Gastroenteritis y colitis alérgicas y dietéticas,1
Esofagitis por cándidas,Gastroenteritis y colitis alérgicas y dietéticas,1
Infección por Staphylococcus aureus resistente a meticilina como causa de enfermedades clasificadas bajo otro concepto,Gastroenteritis y colitis alérgicas y dietéticas,1
Papilomavirus como causa de enfermedades clasificadas bajo otro concepto,Gastroenteritis y colitis alérgicas y dietéticas,1
Diabetes mellitus tipo 2 sin complicaciones,Gastroenteritis y colitis alérgicas y dietéticas,2
Hipercolesterolemia pura,Gastroenteritis y colitis alérgicas y dietéticas,3
Hiperlipidemia mixta,Gastroenteritis y colitis alérgicas y dietéticas,1
Otros tipos de hiperlipidemia,Gastroenteritis y colitis alérgicas y dietéticas,2
"Hiperlipidemia, no especificada",Gastroenteritis y colitis alérgicas y dietéticas,2
"Abuso de alcohol, sin complicaciones",Gastroenteritis y colitis alérgicas y dietéticas,1
"Dependencia de opiáceos, sin complicaciones",Gastroenteritis y colitis alérgicas y dietéticas,1
"Dependencia de opiáceos, en remisión",Gastroenteritis y colitis alérgicas y dietéticas,1
"Abuso de cannabis, sin complicaciones",Gastroenteritis y colitis alérgicas y dietéticas,1
"Dependencia de nicotina no especificada, sin complicaciones",Gastroenteritis y colitis alérgicas y dietéticas,4
"Dependencia de otra sustancia psicoactiva, en remisión",Gastroenteritis y colitis alérgicas y dietéticas,1
Esquizofrenia paranoide,Gastroenteritis y colitis alérgicas y dietéticas,4
"Esquizofrenia, no especificada",Gastroenteritis y colitis alérgicas y dietéticas,4
Trastorno distímico,Gastroenteritis y colitis alérgicas y dietéticas,1
Trastorno de personalidad antisocial,Gastroenteritis y colitis alérgicas y dietéticas,1
Bloqueo fascicular anterior izquierdo,Gastroenteritis y colitis alérgicas y dietéticas,1
Otras arritmias cardiacas especificadas,Gastroenteritis y colitis alérgicas y dietéticas,1
"Neumonía, microorganismo no especificado",Gastroenteritis y colitis alérgicas y dietéticas,2
"Enfisema, no especificado",Gastroenteritis y colitis alérgicas y dietéticas,2
Enfermedad pulmonar obstructiva crónica con infección (aguda) de las vías respiratorias inferiores,Gastroenteritis y colitis alérgicas y dietéticas,1
Enfermedad pulmonar obstructiva crónica con exacerbación (aguda),Gastroenteritis y colitis alérgicas y dietéticas,2
"Enfermedad pulmonar obstructiva crónica, no especificada",Gastroenteritis y colitis alérgicas y dietéticas,3
Bronquiectasias con exacerbación (aguda),Gastroenteritis y colitis alérgicas y dietéticas,2
"Bronquiectasias, sin complicaciones",Gastroenteritis y colitis alérgicas y dietéticas,2
"Fibrosis pulmonar, no especificada",Gastroenteritis y colitis alérgicas y dietéticas,1
Insuficiencia respiratoria aguda no especificada si con hipoxia o con hipercapnia,Gastroenteritis y colitis alérgicas y dietéticas,2
Insuficiencia respiratoria crónica no especificada si con hipoxia o con hipercapnia,Gastroenteritis y colitis alérgicas y dietéticas,1
Insuficiencia respiratoria crónica con hipoxia,Gastroenteritis y colitis alérgicas y dietéticas,1
Insuficiencia respiratoria aguda y crónica no especificada si con hipoxia o con hipercapnia,Gastroenteritis y colitis alérgicas y dietéticas,1
Broncoespasmo agudo,Gastroenteritis y colitis alérgicas y dietéticas,1
Otros trastornos respiratorios especificados,Gastroenteritis y colitis alérgicas y dietéticas,3
"Hernia inguinal bilateral, sin obstrucción ni gangrena, no especificada como recidivada",Gastroenteritis y colitis alérgicas y dietéticas,1
Estado de infección asintomática por virus de inmunodeficiencia humana [VIH],Gastroenteritis y colitis alérgicas y dietéticas,1
Portador o sospecha de portador de Staphylococcus aureus resistente a meticilina,Gastroenteritis y colitis alérgicas y dietéticas,1
Problemas relacionados con la vida en una institución residencial,Gastroenteritis y colitis alérgicas y dietéticas,2
Familiar dependiente que requiere cuidados en el hogar,Gastroenteritis y colitis alérgicas y dietéticas,1
Otros acontecimientos de la vida que generan estrés en la familia y el hogar,Gastroenteritis y colitis alérgicas y dietéticas,1
Otros problemas especificados relacionados con circunstancias psicosociales,Gastroenteritis y colitis alérgicas y dietéticas,1
Uso prolongado (actual) de esteroides inhalados,Gastroenteritis y colitis alérgicas y dietéticas,1
Historia familiar de enfermedad cardiaca isquémica y otras enfermedades del aparato circulatorio,Gastroenteritis y colitis alérgicas y dietéticas,1
Historia personal de fractura (consolidada) traumática,Gastroenteritis y colitis alérgicas y dietéticas,1
Historia personal de dependencia a nicotina,Gastroenteritis y colitis alérgicas y dietéticas,2
Dependencia de oxígeno suplementario,Gastroenteritis y colitis alérgicas y dietéticas,1
Esquizofrenia,Gastroenteritis y colitis alérgicas y dietéticas,2
Otros tipos de esquizofrenia,Gastroenteritis y colitis alérgicas y dietéticas,7
Estado de infección asintomática por virus de inmunodeficiencia humana [VIH],Portador o sospecha de portador de Staphylococcus aureus resistente a meticilina,1
Estado de infección asintomática por virus de inmunodeficiencia humana [VIH],Problemas relacionados con la vida en una institución residencial,1
Portador o sospecha de portador de Staphylococcus aureus resistente a meticilina,Problemas relacionados con la vida en una institución residencial,2
Estado de infección asintomática por virus de inmunodeficiencia humana [VIH],Familiar dependiente que requiere cuidados en el hogar,1
Portador o sospecha de portador de Staphylococcus aureus resistente a meticilina,Familiar dependiente que requiere cuidados en el hogar,1
Problemas relacionados con la vida en una institución residencial,Familiar dependiente que requiere cuidados en el hogar,1
Estado de infección asintomática por virus de inmunodeficiencia humana [VIH],Otros acontecimientos de la vida que generan estrés en la familia y el hogar,1
Portador o sospecha de portador de Staphylococcus aureus resistente a meticilina,Otros acontecimientos de la vida que generan estrés en la familia y el hogar,1
Problemas relacionados con la vida en una institución residencial,Otros acontecimientos de la vida que generan estrés en la familia y el hogar,2
Familiar dependiente que requiere cuidados en el hogar,Otros acontecimientos de la vida que generan estrés en la familia y el hogar,1
Estado de infección asintomática por virus de inmunodeficiencia humana [VIH],Otros problemas especificados relacionados con circunstancias psicosociales,1
Portador o sospecha de portador de Staphylococcus aureus resistente a meticilina,Otros problemas especificados relacionados con circunstancias psicosociales,1
Familiar dependiente que requiere cuidados en el hogar,Otros problemas especificados relacionados con circunstancias psicosociales,3
Estado de infección asintomática por virus de inmunodeficiencia humana [VIH],Uso prolongado (actual) de esteroides inhalados,1
Portador o sospecha de portador de Staphylococcus aureus resistente a meticilina,Uso prolongado (actual) de esteroides inhalados,1
Problemas relacionados con la vida en una institución residencial,Uso prolongado (actual) de esteroides inhalados,2
Familiar dependiente que requiere cuidados en el hogar,Uso prolongado (actual) de esteroides inhalados,1
Otros acontecimientos de la vida que generan estrés en la familia y el hogar,Uso prolongado (actual) de esteroides inhalados,1
Otros problemas especificados relacionados con circunstancias psicosociales,Uso prolongado (actual) de esteroides inhalados,1
Estado de infección asintomática por virus de inmunodeficiencia humana [VIH],Historia familiar de enfermedad cardiaca isquémica y otras enfermedades del aparato circulatorio,1
Portador o sospecha de portador de Staphylococcus aureus resistente a meticilina,Historia familiar de enfermedad cardiaca isquémica y otras enfermedades del aparato circulatorio,1
Problemas relacionados con la vida en una institución residencial,Historia familiar de enfermedad cardiaca isquémica y otras enfermedades del aparato circulatorio,1
Familiar dependiente que requiere cuidados en el hogar,Historia familiar de enfermedad cardiaca isquémica y otras enfermedades del aparato circulatorio,1
Otros acontecimientos de la vida que generan estrés en la familia y el hogar,Historia familiar de enfermedad cardiaca isquémica y otras enfermedades del aparato circulatorio,1
Otros problemas especificados relacionados con circunstancias psicosociales,Historia familiar de enfermedad cardiaca isquémica y otras enfermedades del aparato circulatorio,1
Uso prolongado (actual) de esteroides inhalados,Historia familiar de enfermedad cardiaca isquémica y otras enfermedades del aparato circulatorio,1
Estado de infección asintomática por virus de inmunodeficiencia humana [VIH],Historia personal de fractura (consolidada) traumática,1
Portador o sospecha de portador de Staphylococcus aureus resistente a meticilina,Historia personal de fractura (consolidada) traumática,1
Problemas relacionados con la vida en una institución residencial,Historia personal de fractura (consolidada) traumática,3
Familiar dependiente que requiere cuidados en el hogar,Historia personal de fractura (consolidada) traumática,1
Otros acontecimientos de la vida que generan estrés en la familia y el hogar,Historia personal de fractura (consolidada) traumática,1
Otros problemas especificados relacionados con circunstancias psicosociales,Historia personal de fractura (consolidada) traumática,1
Uso prolongado (actual) de esteroides inhalados,Historia personal de fractura (consolidada) traumática,1
Historia familiar de enfermedad cardiaca isquémica y otras enfermedades del aparato circulatorio,Historia personal de fractura (consolidada) traumática,1
Estado de infección asintomática por virus de inmunodeficiencia humana [VIH],Historia personal de dependencia a nicotina,1
Portador o sospecha de portador de Staphylococcus aureus resistente a meticilina,Historia personal de dependencia a nicotina,1
Familiar dependiente que requiere cuidados en el hogar,Historia personal de dependencia a nicotina,1
Otros acontecimientos de la vida que generan estrés en la familia y el hogar,Historia personal de dependencia a nicotina,1
Otros problemas especificados relacionados con circunstancias psicosociales,Historia personal de dependencia a nicotina,1
Uso prolongado (actual) de esteroides inhalados,Historia personal de dependencia a nicotina,1
Historia familiar de enfermedad cardiaca isquémica y otras enfermedades del aparato circulatorio,Historia personal de dependencia a nicotina,1
Historia personal de fractura (consolidada) traumática,Historia personal de dependencia a nicotina,1
Estado de infección asintomática por virus de inmunodeficiencia humana [VIH],Dependencia de oxígeno suplementario,1
Portador o sospecha de portador de Staphylococcus aureus resistente a meticilina,Dependencia de oxígeno suplementario,2
Familiar dependiente que requiere cuidados en el hogar,Dependencia de oxígeno suplementario,1
Otros acontecimientos de la vida que generan estrés en la familia y el hogar,Dependencia de oxígeno suplementario,1
Otros problemas especificados relacionados con circunstancias psicosociales,Dependencia de oxígeno suplementario,1
Historia familiar de enfermedad cardiaca isquémica y otras enfermedades del aparato circulatorio,Dependencia de oxígeno suplementario,1
Historia personal de fractura (consolidada) traumática,Dependencia de oxígeno suplementario,1
Historia personal de dependencia a nicotina,Dependencia de oxígeno suplementario,4
Enfermedad por virus de la inmunodeficiencia humana [VIH],Esquizofrenia,1
Estomatitis candidiásica,Esquizofrenia,2
Esofagitis por cándidas,Esquizofrenia,1
"Dependencia de opiáceos, sin complicaciones",Esquizofrenia,1
"Dependencia de otra sustancia psicoactiva, en remisión",Esquizofrenia,4
Portador o sospecha de portador de Staphylococcus aureus resistente a meticilina,Esquizofrenia,2
Familiar dependiente que requiere cuidados en el hogar,Esquizofrenia,1
Otros acontecimientos de la vida que generan estrés en la familia y el hogar,Esquizofrenia,4
Historia familiar de enfermedad cardiaca isquémica y otras enfermedades del aparato circulatorio,Esquizofrenia,1
Enfermedad por virus de la inmunodeficiencia humana [VIH],Otros tipos de esquizofrenia,2
Estomatitis candidiásica,Otros tipos de esquizofrenia,7
Esofagitis por cándidas,Otros tipos de esquizofrenia,2
"Dependencia de opiáceos, sin complicaciones",Otros tipos de esquizofrenia,6
"Dependencia de otra sustancia psicoactiva, en remisión",Otros tipos de esquizofrenia,11
Estado de infección asintomática por virus de inmunodeficiencia humana [VIH],Otros tipos de esquizofrenia,7
Portador o sospecha de portador de Staphylococcus aureus resistente a meticilina,Otros tipos de esquizofrenia,2
Familiar dependiente que requiere cuidados en el hogar,Otros tipos de esquizofrenia,3
Historia familiar de enfermedad cardiaca isquémica y otras enfermedades del aparato circulatorio,Otros tipos de esquizofrenia,1
Trombocitopenia no especificada,Hepatitis vírica crónica tipo C,3
Hiperesplenismo,Hepatitis vírica crónica tipo C,1
"Infección de tracto urinario, localización no especificada",Hepatitis vírica crónica tipo C,1
Otros tipos de ascitis,Hepatitis vírica crónica tipo C,2
"Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo",Hepatitis vírica crónica tipo C,1
"Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Hepatitis vírica crónica tipo C,1
"Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Hepatitis vírica crónica tipo C,1
Estado de trasplante de hígado,Hepatitis vírica crónica tipo C,1
Hepatitis vírica crónica tipo C,Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,1
Trombocitopenia no especificada,Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,1
Hiperesplenismo,Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,1
"Hiperlipidemia, no especificada",Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,2
Delirio debido a afección fisiológica conocida,Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,1
"Dependencia de otra sustancia psicoactiva, en remisión",Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,1
Esquizofrenia paranoide,Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,5
"Esquizofrenia, no especificada",Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,3
"Infección de tracto urinario, localización no especificada",Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,2
Otros tipos de ascitis,Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,1
"Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo",Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,1
Complicación no especificada de trasplante de hígado,Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,1
"Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,1
"Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,1
Historia personal de dependencia a nicotina,Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,2
Estado de trasplante de hígado,Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,1
Esquizofrenia,Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,3
Otros tipos de esquizofrenia,Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,4
"Infección de tracto urinario, localización no especificada",Trombocitopenia no especificada,1
Otros tipos de ascitis,Trombocitopenia no especificada,1
"Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo",Trombocitopenia no especificada,1
Complicación no especificada de trasplante de hígado,Trombocitopenia no especificada,1
"Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Trombocitopenia no especificada,1
"Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Trombocitopenia no especificada,1
Historia personal de dependencia a nicotina,Trombocitopenia no especificada,2
Estado de trasplante de hígado,Trombocitopenia no especificada,1
Trombocitopenia no especificada,Hiperesplenismo,1
"Infección de tracto urinario, localización no especificada",Hiperesplenismo,1
Otros tipos de ascitis,Hiperesplenismo,1
"Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo",Hiperesplenismo,1
Complicación no especificada de trasplante de hígado,Hiperesplenismo,1
"Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Hiperesplenismo,1
"Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Hiperesplenismo,1
Historia personal de dependencia a nicotina,Hiperesplenismo,1
Estado de trasplante de hígado,Hiperesplenismo,1
Trombocitopenia no especificada,"Hiperlipidemia, no especificada",1
Hiperesplenismo,"Hiperlipidemia, no especificada",1
Otros tipos de ascitis,"Hiperlipidemia, no especificada",1
"Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo","Hiperlipidemia, no especificada",1
Complicación no especificada de trasplante de hígado,"Hiperlipidemia, no especificada",1
"Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento","Hiperlipidemia, no especificada",1
"Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento","Hiperlipidemia, no especificada",2
Estado de trasplante de hígado,"Hiperlipidemia, no especificada",1
Hepatitis vírica crónica tipo C,Delirio debido a afección fisiológica conocida,2
Trombocitopenia no especificada,Delirio debido a afección fisiológica conocida,1
Hiperesplenismo,Delirio debido a afección fisiológica conocida,1
"Hiperlipidemia, no especificada",Delirio debido a afección fisiológica conocida,2
Otros tipos de ascitis,Delirio debido a afección fisiológica conocida,1
"Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo",Delirio debido a afección fisiológica conocida,1
Complicación no especificada de trasplante de hígado,Delirio debido a afección fisiológica conocida,1
"Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Delirio debido a afección fisiológica conocida,1
"Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Delirio debido a afección fisiológica conocida,1
Estado de trasplante de hígado,Delirio debido a afección fisiológica conocida,1
Trombocitopenia no especificada,"Dependencia de otra sustancia psicoactiva, en remisión",1
Hiperesplenismo,"Dependencia de otra sustancia psicoactiva, en remisión",1
Delirio debido a afección fisiológica conocida,"Dependencia de otra sustancia psicoactiva, en remisión",2
"Infección de tracto urinario, localización no especificada","Dependencia de otra sustancia psicoactiva, en remisión",1
Otros tipos de ascitis,"Dependencia de otra sustancia psicoactiva, en remisión",1
"Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo","Dependencia de otra sustancia psicoactiva, en remisión",1
Complicación no especificada de trasplante de hígado,"Dependencia de otra sustancia psicoactiva, en remisión",1
"Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento","Dependencia de otra sustancia psicoactiva, en remisión",1
"Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento","Dependencia de otra sustancia psicoactiva, en remisión",1
Estado de trasplante de hígado,"Dependencia de otra sustancia psicoactiva, en remisión",1
Trombocitopenia no especificada,Esquizofrenia paranoide,3
Hiperesplenismo,Esquizofrenia paranoide,1
Otros tipos de ascitis,Esquizofrenia paranoide,3
"Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo",Esquizofrenia paranoide,1
"Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Esquizofrenia paranoide,1
"Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Esquizofrenia paranoide,2
Estado de trasplante de hígado,Esquizofrenia paranoide,1
Trombocitopenia no especificada,"Esquizofrenia, no especificada",3
Hiperesplenismo,"Esquizofrenia, no especificada",1
Otros tipos de ascitis,"Esquizofrenia, no especificada",3
"Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo","Esquizofrenia, no especificada",1
"Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento","Esquizofrenia, no especificada",1
"Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento","Esquizofrenia, no especificada",4
Estado de trasplante de hígado,"Esquizofrenia, no especificada",1
Hepatitis vírica crónica tipo C,Hipertensión esencial (primaria),3
Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,Hipertensión esencial (primaria),3
Trombocitopenia no especificada,Hipertensión esencial (primaria),1
Hiperesplenismo,Hipertensión esencial (primaria),1
"Dependencia de otra sustancia psicoactiva, en remisión",Hipertensión esencial (primaria),1
Otros tipos de ascitis,Hipertensión esencial (primaria),1
"Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo",Hipertensión esencial (primaria),1
Complicación no especificada de trasplante de hígado,Hipertensión esencial (primaria),1
"Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Hipertensión esencial (primaria),1
"Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Hipertensión esencial (primaria),2
Estado de trasplante de hígado,Hipertensión esencial (primaria),1
Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,"Neumonía, microorganismo no especificado",3
Trombocitopenia no especificada,"Neumonía, microorganismo no especificado",1
Hiperesplenismo,"Neumonía, microorganismo no especificado",1
Delirio debido a afección fisiológica conocida,"Neumonía, microorganismo no especificado",3
Hipertensión esencial (primaria),"Neumonía, microorganismo no especificado",11
"Infección de tracto urinario, localización no especificada","Neumonía, microorganismo no especificado",10
Otros tipos de ascitis,"Neumonía, microorganismo no especificado",1
"Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo","Neumonía, microorganismo no especificado",1
Complicación no especificada de trasplante de hígado,"Neumonía, microorganismo no especificado",1
"Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento","Neumonía, microorganismo no especificado",1
"Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento","Neumonía, microorganismo no especificado",1
Estado de trasplante de hígado,"Neumonía, microorganismo no especificado",1
Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,"Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",1
Trombocitopenia no especificada,"Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",1
Hiperesplenismo,"Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",1
"Hiperlipidemia, no especificada","Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",2
Delirio debido a afección fisiológica conocida,"Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",1
"Dependencia de otra sustancia psicoactiva, en remisión","Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",1
Hipertensión esencial (primaria),"Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",4
"Neumonía, microorganismo no especificado","Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",1
"Infección de tracto urinario, localización no especificada","Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",2
Otros tipos de ascitis,"Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",1
"Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo","Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",1
"Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento","Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",1
"Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento","Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",1
Historia personal de dependencia a nicotina,"Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",1
Estado de trasplante de hígado,"Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",1
Hepatitis vírica crónica tipo C,Peritonitis bacteriana espontánea,1
Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,Peritonitis bacteriana espontánea,1
Trombocitopenia no especificada,Peritonitis bacteriana espontánea,1
Hiperesplenismo,Peritonitis bacteriana espontánea,1
"Hiperlipidemia, no especificada",Peritonitis bacteriana espontánea,1
Delirio debido a afección fisiológica conocida,Peritonitis bacteriana espontánea,1
"Dependencia de otra sustancia psicoactiva, en remisión",Peritonitis bacteriana espontánea,1
Esquizofrenia paranoide,Peritonitis bacteriana espontánea,1
"Esquizofrenia, no especificada",Peritonitis bacteriana espontánea,1
Hipertensión esencial (primaria),Peritonitis bacteriana espontánea,1
"Neumonía, microorganismo no especificado",Peritonitis bacteriana espontánea,1
"Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",Peritonitis bacteriana espontánea,1
"Infección de tracto urinario, localización no especificada",Peritonitis bacteriana espontánea,1
Otros tipos de ascitis,Peritonitis bacteriana espontánea,1
"Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo",Peritonitis bacteriana espontánea,1
Complicación no especificada de trasplante de hígado,Peritonitis bacteriana espontánea,1
"Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Peritonitis bacteriana espontánea,1
"Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Peritonitis bacteriana espontánea,1
Historia personal de dependencia a nicotina,Peritonitis bacteriana espontánea,1
Estado de trasplante de hígado,Peritonitis bacteriana espontánea,1
Esquizofrenia,Peritonitis bacteriana espontánea,1
Otros tipos de esquizofrenia,Peritonitis bacteriana espontánea,1
Hepatitis vírica crónica tipo C,Insuficiencia hepática aguda y subaguda sin coma,1
Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,Insuficiencia hepática aguda y subaguda sin coma,1
Trombocitopenia no especificada,Insuficiencia hepática aguda y subaguda sin coma,1
Hiperesplenismo,Insuficiencia hepática aguda y subaguda sin coma,1
"Hiperlipidemia, no especificada",Insuficiencia hepática aguda y subaguda sin coma,1
Delirio debido a afección fisiológica conocida,Insuficiencia hepática aguda y subaguda sin coma,1
"Dependencia de otra sustancia psicoactiva, en remisión",Insuficiencia hepática aguda y subaguda sin coma,1
Esquizofrenia paranoide,Insuficiencia hepática aguda y subaguda sin coma,1
"Esquizofrenia, no especificada",Insuficiencia hepática aguda y subaguda sin coma,2
Hipertensión esencial (primaria),Insuficiencia hepática aguda y subaguda sin coma,1
"Neumonía, microorganismo no especificado",Insuficiencia hepática aguda y subaguda sin coma,1
"Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",Insuficiencia hepática aguda y subaguda sin coma,1
Peritonitis bacteriana espontánea,Insuficiencia hepática aguda y subaguda sin coma,1
"Infección de tracto urinario, localización no especificada",Insuficiencia hepática aguda y subaguda sin coma,1
Otros tipos de ascitis,Insuficiencia hepática aguda y subaguda sin coma,1
"Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo",Insuficiencia hepática aguda y subaguda sin coma,1
Complicación no especificada de trasplante de hígado,Insuficiencia hepática aguda y subaguda sin coma,1
"Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Insuficiencia hepática aguda y subaguda sin coma,1
"Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Insuficiencia hepática aguda y subaguda sin coma,1
